aqi,co,no2,o3,pm10,pm25,so2
124.0,0.9,41.0,170.0,96.0,94.0,9.0
108.0,0.8,38.0,173.0,93.0,81.0,8.0
101.0,0.8,34.0,179.0,99.0,76.0,7.0
85.0,0.7,34.0,170.0,98.0,63.0,6.0
76.0,0.6,27.0,161.0,91.0,56.0,6.0
74.0,0.6,25.0,153.0,81.0,54.0,2.0
80.0,0.9,31.0,153.0,95.0,59.0,2.0
93.0,0.9,33.0,153.0,100.0,69.0,2.0
99.0,0.9,33.0,116.0,106.0,74.0,2.0
110.0,1.0,37.0,97.0,110.0,83.0,2.0
106.0,1.0,36.0,91.0,104.0,80.0,2.0
128.0,1.1,37.0,84.0,116.0,97.0,2.0
141.0,1.1,47.0,46.0,125.0,108.0,2.0
151.0,1.1,60.0,25.0,127.0,116.0,2.0
151.0,1.1,80.0,4.0,128.0,116.0,2.0
150.0,1.2,80.0,2.0,125.0,115.0,2.0
146.0,1.2,86.0,2.0,129.0,112.0,2.0
146.0,1.2,81.0,2.0,124.0,112.0,2.0
136.0,1.2,80.0,3.0,125.0,104.0,2.0
144.0,1.3,86.0,8.0,133.0,110.0,2.0
148.0,1.3,81.0,28.0,145.0,113.0,2.0
167.0,1.3,77.0,58.0,153.0,127.0,2.0
157.0,1.3,61.0,108.0,127.0,120.0,2.0
140.0,1.3,32.0,173.0,127.0,107.0,2.0
123.0,1.1,21.0,182.0,95.0,93.0,2.0
94.0,1.0,19.0,191.0,95.0,70.0,2.0
74.0,0.9,18.0,170.0,63.0,54.0,2.0
83.0,0.9,18.0,166.0,63.0,61.0,2.0
78.0,0.9,20.0,153.0,69.0,57.0,2.0
86.0,0.9,24.0,145.0,87.0,64.0,2.0
104.0,1.1,33.0,124.0,110.0,78.0,2.0
119.0,1.1,34.0,116.0,120.0,90.0,2.0
131.0,1.1,33.0,115.0,124.0,100.0,2.0
157.0,1.2,35.0,102.0,139.0,120.0,2.0
176.0,1.3,45.0,68.0,147.0,133.0,2.0
161.0,1.1,33.0,86.0,147.0,123.0,2.0
86.0,0.9,28.0,68.0,147.0,64.0,2.0
30.0,0.4,20.0,60.0,147.0,21.0,2.0
21.0,0.3,18.0,36.0,147.0,15.0,2.0
13.0,0.2,8.0,42.0,147.0,9.0,2.0
11.0,0.2,13.0,36.0,10.0,7.0,2.0
11.0,0.2,16.0,33.0,9.0,8.0,2.0
11.0,0.2,14.0,35.0,10.0,8.0,2.0
15.0,0.2,13.0,35.0,15.0,9.0,2.0
21.0,0.3,17.0,29.0,21.0,9.0,2.0
22.0,0.3,18.0,28.0,22.0,11.0,2.0
14.0,0.3,14.0,38.0,14.0,7.0,2.0
17.0,0.3,12.0,47.0,14.0,12.0,2.0
17.0,0.3,12.0,47.0,14.0,12.0,2.0
14.0,0.3,12.0,47.0,14.0,10.0,2.0
20.0,0.2,11.0,65.0,16.0,4.0,2.0
20.0,0.2,13.0,64.0,16.0,8.0,2.0
18.0,0.3,16.0,58.0,14.0,4.0,2.0
29.0,0.3,29.0,38.0,29.0,12.0,2.0
28.0,0.3,35.0,26.0,28.0,15.0,2.0
29.0,0.3,36.0,23.0,21.0,20.0,2.0
14.0,0.3,27.0,34.0,21.0,8.0,2.0
15.0,0.3,29.0,29.0,14.0,9.0,2.0
25.0,0.3,37.0,17.0,25.0,10.0,2.0
28.0,0.3,35.0,18.0,28.0,12.0,2.0
22.0,0.3,32.0,20.0,22.0,11.0,2.0
23.0,0.3,28.0,23.0,20.0,16.0,2.0
25.0,0.4,31.0,18.0,25.0,11.0,2.0
21.0,0.4,36.0,14.0,21.0,15.0,2.0
25.0,0.4,37.0,14.0,25.0,9.0,2.0
24.0,0.4,34.0,17.0,24.0,9.0,2.0
26.0,0.4,33.0,18.0,26.0,8.0,2.0
29.0,0.4,27.0,28.0,29.0,9.0,2.0
20.0,0.2,17.0,50.0,20.0,3.0,2.0
21.0,0.2,10.0,66.0,10.0,8.0,2.0
23.0,0.2,10.0,75.0,6.0,3.0,2.0
25.0,0.2,10.0,79.0,6.0,9.0,2.0
24.0,0.2,11.0,78.0,13.0,6.0,2.0
26.0,0.2,11.0,82.0,10.0,10.0,2.0
28.0,0.2,10.0,91.0,6.0,4.0,2.0
28.0,0.2,14.0,90.0,6.0,9.0,2.0
26.0,0.2,20.0,83.0,15.0,6.0,2.0
39.0,0.3,31.0,75.0,39.0,12.0,2.0
52.0,0.3,38.0,71.0,53.0,15.0,2.0
58.0,0.4,47.0,58.0,66.0,20.0,2.0
61.0,0.4,58.0,35.0,72.0,19.0,2.0
59.0,0.4,55.0,31.0,67.0,22.0,2.0
51.0,0.4,55.0,21.0,52.0,16.0,2.0
39.0,0.4,73.0,2.0,39.0,22.0,2.0
56.0,0.5,73.0,2.0,62.0,16.0,2.0
41.0,0.3,58.0,2.0,41.0,14.0,2.0
26.0,0.3,52.0,2.0,25.0,14.0,2.0
31.0,0.3,62.0,2.0,24.0,14.0,2.0
32.0,0.3,63.0,2.0,28.0,14.0,2.0
47.0,0.4,59.0,2.0,47.0,12.0,2.0
43.0,0.5,50.0,10.0,43.0,12.0,2.0
53.0,0.5,44.0,20.0,55.0,16.0,2.0
56.0,0.5,43.0,27.0,62.0,17.0,2.0
52.0,0.5,40.0,37.0,53.0,18.0,2.0
35.0,0.4,37.0,46.0,35.0,16.0,2.0
20.0,0.3,28.0,64.0,18.0,11.0,2.0
24.0,0.3,20.0,77.0,8.0,6.0,2.0
25.0,0.3,18.0,81.0,13.0,12.0,2.0
24.0,0.3,25.0,76.0,23.0,11.0,2.0
30.0,0.3,27.0,77.0,30.0,12.0,2.0
32.0,0.3,33.0,76.0,32.0,13.0,2.0
56.0,0.4,37.0,81.0,61.0,19.0,2.0
55.0,0.4,43.0,60.0,60.0,17.0,2.0
53.0,0.4,47.0,49.0,56.0,20.0,2.0
54.0,0.4,50.0,41.0,57.0,25.0,2.0
68.0,0.5,68.0,17.0,85.0,30.0,2.0
73.0,0.5,72.0,10.0,96.0,35.0,2.0
74.0,0.5,72.0,6.0,97.0,39.0,2.0
70.0,0.5,73.0,2.0,90.0,38.0,2.0
56.0,0.4,67.0,2.0,62.0,27.0,2.0
52.0,0.4,61.0,2.0,54.0,19.0,2.0
47.0,0.4,61.0,2.0,47.0,19.0,2.0
41.0,0.4,64.0,2.0,41.0,16.0,2.0
41.0,0.4,60.0,2.0,41.0,13.0,2.0
46.0,0.5,62.0,2.0,46.0,17.0,2.0
46.0,0.5,62.0,2.0,46.0,17.0,2.0
53.0,0.5,51.0,16.0,56.0,16.0,2.0
51.0,0.5,45.0,34.0,51.0,17.0,2.0
46.0,0.5,43.0,49.0,46.0,17.0,2.0
49.0,0.6,50.0,53.0,49.0,24.0,2.0
52.0,0.5,56.0,47.0,53.0,24.0,2.0
58.0,0.5,50.0,53.0,65.0,18.0,2.0
58.0,0.5,42.0,67.0,66.0,25.0,2.0
69.0,0.6,51.0,55.0,87.0,33.0,2.0
66.0,0.7,59.0,36.0,82.0,29.0,2.0
56.0,0.6,54.0,38.0,62.0,35.0,2.0
60.0,0.7,55.0,26.0,70.0,36.0,2.0
60.0,0.7,58.0,16.0,70.0,29.0,2.0
57.0,0.7,55.0,16.0,64.0,30.0,2.0
56.0,0.7,59.0,5.0,61.0,31.0,2.0
60.0,0.8,68.0,2.0,70.0,35.0,2.0
53.0,0.7,71.0,2.0,55.0,29.0,2.0
52.0,0.5,67.0,2.0,53.0,21.0,2.0
59.0,0.6,68.0,2.0,67.0,26.0,2.0
66.0,0.6,66.0,2.0,82.0,33.0,2.0
59.0,0.6,60.0,2.0,67.0,26.0,2.0
36.0,0.5,52.0,6.0,35.0,25.0,2.0
29.0,0.5,45.0,15.0,26.0,20.0,2.0
46.0,0.6,50.0,8.0,46.0,23.0,2.0
58.0,0.7,55.0,6.0,66.0,26.0,2.0
67.0,0.8,57.0,10.0,83.0,34.0,2.0
60.0,0.7,54.0,19.0,70.0,40.0,2.0
56.0,0.7,45.0,34.0,62.0,34.0,2.0
57.0,0.8,47.0,35.0,63.0,34.0,2.0
64.0,0.8,63.0,27.0,77.0,36.0,2.0
59.0,0.8,67.0,32.0,68.0,33.0,2.0
57.0,0.8,63.0,35.0,64.0,35.0,2.0
62.0,0.9,70.0,28.0,74.0,39.0,2.0
57.0,0.9,69.0,28.0,64.0,36.0,2.0
78.0,0.8,90.0,7.0,105.0,36.0,2.0
81.0,0.8,96.0,2.0,112.0,51.0,2.0
80.0,0.8,94.0,2.0,110.0,49.0,2.0
71.0,0.8,87.0,4.0,85.0,52.0,2.0
73.0,1.0,92.0,2.0,90.0,53.0,2.0
71.0,1.0,85.0,2.0,92.0,47.0,2.0
73.0,1.0,76.0,2.0,95.0,48.0,2.0
68.0,0.9,74.0,2.0,85.0,45.0,2.0
61.0,0.8,71.0,2.0,71.0,40.0,2.0
60.0,0.8,65.0,2.0,69.0,42.0,2.0
60.0,0.7,62.0,2.0,69.0,37.0,2.0
55.0,0.6,58.0,2.0,60.0,37.0,2.0
52.0,0.6,59.0,2.0,54.0,32.0,2.0
51.0,0.7,61.0,2.0,52.0,33.0,2.0
57.0,0.7,59.0,6.0,63.0,32.0,2.0
61.0,0.7,57.0,14.0,71.0,33.0,2.0
64.0,0.8,55.0,30.0,77.0,40.0,2.0
63.0,0.8,55.0,47.0,76.0,44.0,2.0
71.0,0.8,58.0,68.0,89.0,52.0,2.0
80.0,0.8,58.0,80.0,101.0,59.0,2.0
67.0,0.6,46.0,80.0,84.0,48.0,4.0
69.0,0.6,35.0,145.0,76.0,50.0,4.0
66.0,0.7,32.0,166.0,77.0,48.0,4.0
86.0,0.7,31.0,164.0,94.0,64.0,4.0
78.0,0.8,34.0,128.0,61.0,57.0,4.0
76.0,0.8,42.0,93.0,75.0,56.0,4.0
94.0,0.8,42.0,74.0,86.0,70.0,4.0
101.0,0.8,48.0,55.0,86.0,76.0,6.0
103.0,0.9,55.0,36.0,84.0,77.0,8.0
109.0,0.9,66.0,18.0,92.0,82.0,9.0
98.0,0.9,73.0,15.0,93.0,73.0,5.0
101.0,0.8,73.0,10.0,80.0,76.0,2.0
39.0,0.3,33.0,35.0,80.0,27.0,1.0
16.0,0.3,21.0,33.0,80.0,11.0,1.0
29.0,0.3,25.0,25.0,29.0,13.0,2.0
27.0,0.3,25.0,24.0,27.0,10.0,2.0
29.0,0.3,29.0,18.0,29.0,8.0,2.0
33.0,0.3,33.0,14.0,33.0,9.0,3.0
28.0,0.3,30.0,23.0,28.0,8.0,2.0
13.0,0.3,21.0,40.0,28.0,9.0,1.0
23.0,0.3,17.0,48.0,23.0,3.0,1.0
47.0,0.3,13.0,55.0,47.0,5.0,2.0
48.0,0.3,13.0,59.0,48.0,5.0,2.0
31.0,0.3,11.0,63.0,31.0,3.0,1.0
54.0,0.3,12.0,65.0,57.0,7.0,3.0
58.0,0.3,13.0,65.0,66.0,13.0,3.0
53.0,0.3,15.0,62.0,55.0,13.0,3.0
52.0,0.3,19.0,54.0,53.0,11.0,3.0
50.0,0.3,21.0,45.0,50.0,10.0,3.0
50.0,0.3,21.0,45.0,50.0,10.0,3.0
44.0,0.3,21.0,30.0,44.0,9.0,3.0
40.0,0.3,31.0,12.0,40.0,9.0,3.0
29.0,0.3,35.0,6.0,29.0,11.0,3.0
23.0,0.3,24.0,26.0,23.0,11.0,1.0
23.0,0.3,14.0,39.0,23.0,11.0,3.0
18.0,0.3,11.0,44.0,18.0,10.0,3.0
19.0,0.3,15.0,34.0,19.0,8.0,3.0
17.0,0.3,18.0,31.0,15.0,12.0,3.0
13.0,0.3,10.0,41.0,11.0,6.0,3.0
24.0,0.3,16.0,28.0,24.0,9.0,3.0
22.0,0.3,19.0,32.0,22.0,9.0,3.0
17.0,0.3,12.0,44.0,17.0,10.0,3.0
18.0,0.3,11.0,46.0,18.0,6.0,3.0
20.0,0.3,11.0,50.0,17.0,14.0,1.0
22.0,0.3,10.0,55.0,22.0,14.0,1.0
19.0,0.3,11.0,56.0,19.0,8.0,1.0
29.0,0.3,11.0,58.0,29.0,6.0,1.0
23.0,0.3,11.0,63.0,23.0,9.0,1.0
25.0,0.3,10.0,67.0,25.0,9.0,1.0
24.0,0.3,12.0,69.0,24.0,9.0,1.0
22.0,0.3,14.0,68.0,22.0,11.0,1.0
22.0,0.3,14.0,68.0,22.0,11.0,1.0
22.0,0.3,14.0,68.0,22.0,11.0,1.0
22.0,0.3,14.0,68.0,22.0,11.0,1.0
41.0,0.3,22.0,44.0,41.0,6.0,3.0
30.0,0.3,22.0,43.0,30.0,10.0,3.0
29.0,0.3,36.0,22.0,29.0,13.0,3.0
33.0,0.3,43.0,9.0,33.0,16.0,3.0
19.0,0.3,30.0,27.0,19.0,12.0,1.0
23.0,0.3,26.0,28.0,22.0,16.0,1.0
19.0,0.3,21.0,33.0,19.0,9.0,1.0
15.0,0.3,12.0,47.0,10.0,7.0,1.0
17.0,0.3,14.0,41.0,17.0,8.0,1.0
14.0,0.3,14.0,44.0,12.0,7.0,1.0
20.0,0.3,12.0,47.0,20.0,11.0,1.0
22.0,0.3,10.0,49.0,22.0,5.0,3.0
24.0,0.3,8.0,53.0,24.0,13.0,3.0
25.0,0.3,8.0,56.0,25.0,8.0,1.0
29.0,0.3,9.0,58.0,29.0,8.0,1.0
32.0,0.3,10.0,59.0,32.0,6.0,2.0
29.0,0.3,9.0,60.0,29.0,11.0,1.0
21.0,0.3,8.0,60.0,21.0,8.0,1.0
19.0,0.3,7.0,60.0,18.0,7.0,1.0
19.0,0.3,8.0,60.0,15.0,6.0,1.0
22.0,0.3,11.0,57.0,22.0,6.0,1.0
22.0,0.3,16.0,49.0,22.0,8.0,1.0
20.0,0.3,21.0,37.0,20.0,6.0,3.0
31.0,0.3,31.0,22.0,31.0,11.0,3.0
36.0,0.3,44.0,6.0,36.0,14.0,1.0
39.0,0.6,50.0,2.0,39.0,12.0,1.0
23.0,0.3,45.0,4.0,22.0,16.0,1.0
24.0,0.3,38.0,12.0,24.0,11.0,1.0
25.0,0.3,31.0,17.0,25.0,17.0,1.0
30.0,0.3,40.0,4.0,30.0,10.0,1.0
24.0,0.3,40.0,3.0,24.0,13.0,1.0
25.0,0.3,40.0,2.0,25.0,13.0,1.0
30.0,0.3,43.0,2.0,30.0,18.0,1.0
21.0,0.3,38.0,3.0,17.0,15.0,3.0
21.0,0.3,31.0,15.0,17.0,15.0,1.0
27.0,0.3,31.0,15.0,27.0,16.0,3.0
37.0,0.3,32.0,16.0,37.0,20.0,4.0
23.0,0.3,25.0,31.0,23.0,15.0,2.0
20.0,0.3,20.0,45.0,17.0,14.0,2.0
17.0,0.3,18.0,53.0,13.0,3.0,2.0
20.0,0.3,14.0,64.0,13.0,7.0,1.0
24.0,0.3,9.0,76.0,13.0,6.0,3.0
26.0,0.3,9.0,83.0,13.0,8.0,3.0
27.0,0.3,12.0,85.0,13.0,11.0,1.0
26.0,0.3,15.0,84.0,16.0,10.0,1.0
24.0,0.3,20.0,76.0,24.0,9.0,3.0
33.0,0.3,22.0,73.0,33.0,9.0,1.0
42.0,0.3,31.0,56.0,42.0,11.0,1.0
48.0,0.3,39.0,40.0,48.0,16.0,1.0
52.0,0.3,47.0,28.0,54.0,13.0,3.0
52.0,0.3,45.0,32.0,53.0,22.0,2.0
57.0,0.3,51.0,19.0,64.0,23.0,2.0
65.0,0.5,52.0,16.0,79.0,26.0,3.0
58.0,0.5,36.0,29.0,65.0,23.0,3.0
45.0,0.5,32.0,23.0,45.0,31.0,2.0
51.0,0.3,28.0,26.0,51.0,28.0,2.0
46.0,0.5,55.0,2.0,43.0,32.0,1.0
61.0,0.7,59.0,2.0,72.0,29.0,1.0
60.0,0.7,59.0,2.0,70.0,34.0,3.0
56.0,0.7,53.0,2.0,62.0,32.0,1.0
55.0,0.7,44.0,14.0,59.0,34.0,1.0
58.0,0.7,43.0,28.0,66.0,28.0,3.0
58.0,0.7,43.0,28.0,66.0,28.0,3.0
31.0,0.5,23.0,77.0,23.0,22.0,4.0
31.0,0.5,18.0,88.0,23.0,22.0,4.0
32.0,0.3,13.0,101.0,31.0,21.0,2.0
36.0,0.3,12.0,105.0,30.0,25.0,1.0
44.0,0.3,14.0,104.0,44.0,24.0,1.0
44.0,0.3,16.0,100.0,44.0,30.0,1.0
48.0,0.3,21.0,95.0,48.0,28.0,1.0
60.0,0.3,24.0,80.0,69.0,40.0,3.0
61.0,0.5,26.0,66.0,71.0,34.0,2.0
56.0,0.6,28.0,46.0,62.0,33.0,3.0
50.0,0.6,37.0,34.0,38.0,35.0,3.0
66.0,0.6,41.0,25.0,51.0,48.0,1.0
51.0,0.6,37.0,35.0,62.0,36.0,1.0
58.0,0.5,37.0,33.0,62.0,41.0,1.0
44.0,0.5,31.0,39.0,38.0,31.0,3.0
59.0,0.5,45.0,15.0,51.0,42.0,1.0
56.0,0.6,59.0,2.0,61.0,36.0,3.0
61.0,0.5,64.0,2.0,72.0,43.0,3.0
71.0,0.6,64.0,2.0,92.0,31.0,3.0
74.0,0.7,64.0,2.0,97.0,36.0,3.0
61.0,0.7,50.0,9.0,71.0,38.0,3.0
56.0,0.6,42.0,27.0,59.0,40.0,1.0
57.0,0.6,40.0,41.0,64.0,39.0,2.0
54.0,0.6,35.0,57.0,56.0,38.0,2.0
51.0,0.5,40.0,58.0,45.0,36.0,1.0
56.0,0.3,39.0,64.0,44.0,40.0,1.0
51.0,0.3,21.0,94.0,42.0,36.0,1.0
50.0,0.3,15.0,112.0,39.0,35.0,2.0
46.0,0.3,15.0,117.0,43.0,32.0,2.0
64.0,0.5,23.0,109.0,64.0,46.0,1.0
85.0,0.6,32.0,98.0,83.0,63.0,1.0
81.0,0.6,35.0,80.0,70.0,60.0,2.0
68.0,0.6,42.0,60.0,71.0,49.0,3.0
65.0,0.6,44.0,53.0,58.0,47.0,2.0
60.0,0.6,52.0,36.0,60.0,43.0,1.0
71.0,0.7,66.0,20.0,62.0,52.0,1.0
65.0,0.6,55.0,30.0,63.0,47.0,1.0
71.0,0.6,46.0,34.0,62.0,52.0,1.0
81.0,0.6,53.0,21.0,64.0,60.0,1.0
78.0,0.7,71.0,3.0,68.0,57.0,3.0
83.0,0.7,79.0,2.0,93.0,61.0,3.0
85.0,0.8,80.0,2.0,110.0,63.0,3.0
81.0,0.9,81.0,2.0,111.0,60.0,1.0
84.0,0.9,79.0,2.0,97.0,62.0,1.0
89.0,0.9,76.0,2.0,88.0,66.0,1.0
81.0,1.0,79.0,2.0,102.0,60.0,2.0
84.0,1.0,81.0,5.0,107.0,62.0,6.0
103.0,1.0,87.0,13.0,109.0,77.0,9.0
108.0,0.9,59.0,65.0,108.0,81.0,13.0
106.0,0.9,44.0,85.0,84.0,80.0,12.0
99.0,0.9,42.0,87.0,89.0,74.0,11.0
83.0,0.8,36.0,92.0,78.0,61.0,8.0
79.0,0.7,36.0,86.0,66.0,58.0,5.0
65.0,0.7,43.0,86.0,79.0,58.0,5.0
65.0,0.9,52.0,64.0,79.0,47.0,4.0
89.0,1.0,56.0,64.0,79.0,66.0,5.0
98.0,1.0,53.0,55.0,75.0,73.0,5.0
111.0,1.3,66.0,26.0,75.0,84.0,3.0
130.0,1.2,58.0,27.0,75.0,99.0,3.0
128.0,1.2,68.0,14.0,75.0,97.0,2.0
128.0,1.3,70.0,11.0,34.0,97.0,3.0
138.0,1.2,65.0,11.0,34.0,105.0,2.0
143.0,1.2,53.0,16.0,34.0,109.0,2.0
139.0,1.1,49.0,9.0,34.0,106.0,2.0
133.0,1.2,53.0,4.0,34.0,101.0,2.0
134.0,1.2,55.0,3.0,34.0,102.0,2.0
121.0,1.2,46.0,8.0,34.0,92.0,2.0
119.0,1.1,38.0,13.0,34.0,90.0,2.0
116.0,1.2,37.0,21.0,34.0,88.0,3.0
109.0,1.1,29.0,40.0,34.0,82.0,3.0
114.0,1.0,31.0,43.0,34.0,86.0,3.0
119.0,0.9,25.0,72.0,34.0,90.0,3.0
110.0,0.8,19.0,95.0,34.0,83.0,3.0
84.0,0.7,17.0,106.0,34.0,62.0,3.0
53.0,0.5,13.0,106.0,34.0,37.0,3.0
34.0,0.3,13.0,105.0,34.0,23.0,3.0
56.0,0.5,13.0,101.0,62.0,28.0,3.0
49.0,0.3,19.0,93.0,49.0,34.0,6.0
59.0,0.7,34.0,49.0,68.0,25.0,3.0
58.0,0.8,44.0,33.0,55.0,41.0,2.0
68.0,0.8,37.0,38.0,54.0,49.0,2.0
61.0,0.7,30.0,40.0,54.0,44.0,2.0
36.0,0.6,34.0,27.0,54.0,25.0,2.0
34.0,0.5,36.0,22.0,54.0,24.0,3.0
26.0,0.3,30.0,27.0,46.0,18.0,2.0
20.0,0.3,30.0,20.0,46.0,14.0,2.0
16.0,0.3,21.0,28.0,46.0,11.0,3.0
17.0,0.3,29.0,11.0,46.0,12.0,3.0
17.0,0.3,33.0,2.0,46.0,9.0,3.0
17.0,0.3,33.0,2.0,12.0,11.0,3.0
17.0,0.3,32.0,2.0,15.0,12.0,3.0
17.0,0.3,34.0,1.0,17.0,11.0,3.0
30.0,0.3,23.0,22.0,30.0,10.0,2.0
24.0,0.3,18.0,42.0,24.0,4.0,2.0
29.0,0.3,17.0,42.0,29.0,8.0,2.0
14.0,0.3,16.0,45.0,12.0,10.0,1.0
20.0,0.3,9.0,63.0,10.0,9.0,1.0
20.0,0.3,9.0,65.0,7.0,4.0,1.0
21.0,0.3,8.0,66.0,12.0,8.0,3.0
21.0,0.3,9.0,67.0,18.0,10.0,3.0
21.0,0.3,10.0,66.0,16.0,4.0,3.0
20.0,0.3,10.0,63.0,19.0,11.0,3.0
18.0,0.3,13.0,56.0,16.0,11.0,3.0
18.0,0.3,13.0,33.0,18.0,11.0,3.0
27.0,0.3,13.0,17.0,27.0,11.0,3.0
27.0,0.5,13.0,4.0,27.0,11.0,1.0
41.0,0.6,13.0,2.0,41.0,15.0,1.0
46.0,0.3,13.0,2.0,46.0,8.0,3.0
31.0,0.3,61.0,2.0,15.0,9.0,3.0
26.0,0.3,44.0,9.0,26.0,4.0,3.0
17.0,0.3,34.0,20.0,8.0,2.0,3.0
14.0,0.3,28.0,21.0,8.0,7.0,3.0
17.0,0.3,33.0,8.0,5.0,5.0,3.0
9.0,0.3,33.0,2.0,8.0,6.0,3.0
24.0,0.3,48.0,2.0,16.0,4.0,3.0
31.0,0.3,50.0,2.0,31.0,10.0,1.0
38.0,0.3,35.0,13.0,38.0,6.0,3.0
17.0,0.3,12.0,33.0,17.0,5.0,3.0
19.0,0.3,9.0,38.0,19.0,6.0,3.0
20.0,0.3,8.0,41.0,20.0,8.0,3.0
20.0,0.3,7.0,43.0,20.0,2.0,3.0
26.0,0.3,7.0,45.0,26.0,8.0,3.0
15.0,0.3,8.0,48.0,15.0,2.0,3.0
17.0,0.3,8.0,53.0,11.0,4.0,3.0
17.0,0.3,11.0,55.0,11.0,1.0,3.0
19.0,0.3,14.0,57.0,19.0,6.0,3.0
20.0,0.3,14.0,61.0,20.0,5.0,3.0
18.0,0.3,17.0,56.0,15.0,8.0,3.0
15.0,0.3,21.0,49.0,14.0,6.0,3.0
14.0,0.3,27.0,43.0,14.0,7.0,3.0
16.0,0.3,25.0,51.0,12.0,6.0,3.0
19.0,0.3,25.0,53.0,19.0,10.0,3.0
18.0,0.3,18.0,59.0,17.0,7.0,3.0
19.0,0.3,16.0,61.0,18.0,10.0,1.0
20.0,0.3,13.0,63.0,18.0,5.0,3.0
20.0,0.3,13.0,63.0,16.0,13.0,3.0
18.0,0.3,12.0,59.0,15.0,9.0,3.0
16.0,0.3,20.0,51.0,16.0,9.0,3.0
26.0,0.3,34.0,33.0,26.0,5.0,3.0
33.0,0.3,48.0,19.0,33.0,13.0,3.0
36.0,0.3,38.0,30.0,36.0,8.0,3.0
31.0,0.3,23.0,50.0,31.0,10.0,3.0
23.0,0.3,13.0,64.0,23.0,9.0,3.0
24.0,0.3,11.0,72.0,24.0,6.0,3.0
24.0,0.3,9.0,78.0,22.0,5.0,3.0
25.0,0.3,9.0,81.0,20.0,13.0,3.0
26.0,0.3,9.0,84.0,20.0,9.0,3.0
27.0,0.3,9.0,85.0,20.0,7.0,3.0
26.0,0.3,10.0,84.0,15.0,5.0,3.0
25.0,0.3,13.0,80.0,15.0,12.0,3.0
21.0,0.3,22.0,67.0,19.0,8.0,3.0
22.0,0.3,29.0,56.0,22.0,9.0,3.0
26.0,0.3,38.0,43.0,26.0,9.0,3.0
30.0,0.3,42.0,35.0,30.0,15.0,3.0
34.0,0.3,56.0,19.0,34.0,8.0,3.0
34.0,0.3,57.0,15.0,34.0,14.0,3.0
33.0,0.3,56.0,14.0,33.0,10.0,3.0
30.0,0.3,40.0,26.0,30.0,16.0,3.0
65.0,0.3,49.0,15.0,79.0,12.0,3.0
46.0,0.3,59.0,2.0,46.0,11.0,3.0
33.0,0.3,65.0,2.0,30.0,9.0,3.0
30.0,0.3,58.0,2.0,30.0,10.0,3.0
31.0,0.3,60.0,2.0,31.0,13.0,3.0
36.0,0.3,63.0,2.0,36.0,16.0,1.0
42.0,0.3,57.0,9.0,42.0,11.0,2.0
41.0,0.3,39.0,29.0,41.0,10.0,2.0
33.0,0.3,24.0,48.0,33.0,9.0,1.0
28.0,0.3,17.0,62.0,28.0,8.0,1.0
24.0,0.3,11.0,76.0,15.0,7.0,1.0
26.0,0.3,9.0,84.0,15.0,8.0,3.0
28.0,0.3,9.0,90.0,12.0,8.0,3.0
30.0,0.3,8.0,95.0,11.0,8.0,3.0
29.0,0.3,11.0,92.0,10.0,6.0,3.0
28.0,0.3,14.0,90.0,14.0,8.0,3.0
25.0,0.3,28.0,70.0,25.0,12.0,3.0
36.0,0.3,45.0,47.0,36.0,15.0,3.0
52.0,0.7,92.0,2.0,53.0,22.0,3.0
57.0,0.7,98.0,2.0,64.0,27.0,3.0
55.0,0.6,94.0,2.0,59.0,23.0,1.0
49.0,0.7,87.0,2.0,49.0,21.0,1.0
52.0,0.8,87.0,2.0,54.0,24.0,1.0
55.0,0.8,82.0,2.0,60.0,25.0,3.0
49.0,0.5,77.0,2.0,49.0,19.0,2.0
32.0,0.3,64.0,3.0,29.0,15.0,3.0
26.0,0.3,50.0,14.0,26.0,12.0,3.0
29.0,0.3,57.0,5.0,27.0,13.0,2.0
33.0,0.3,64.0,2.0,33.0,9.0,2.0
47.0,0.3,67.0,2.0,47.0,18.0,3.0
53.0,0.5,61.0,8.0,55.0,15.0,6.0
45.0,0.3,42.0,28.0,45.0,18.0,6.0
42.0,0.3,40.0,37.0,42.0,13.0,6.0
38.0,0.3,31.0,53.0,38.0,10.0,5.0
25.0,0.3,22.0,69.0,25.0,9.0,5.0
25.0,0.3,18.0,80.0,14.0,7.0,4.0
28.0,0.3,14.0,90.0,12.0,5.0,3.0
31.0,0.3,10.0,99.0,11.0,5.0,2.0
32.0,0.3,12.0,102.0,10.0,5.0,2.0
32.0,0.3,13.0,102.0,11.0,9.0,2.0
31.0,0.3,21.0,82.0,31.0,13.0,2.0
37.0,0.3,21.0,49.0,37.0,15.0,2.0
41.0,0.5,56.0,49.0,41.0,21.0,4.0
51.0,1.0,77.0,10.0,52.0,26.0,4.0
65.0,1.3,87.0,2.0,79.0,33.0,4.0
69.0,1.3,85.0,2.0,88.0,31.0,5.0
65.0,1.0,84.0,1.0,80.0,31.0,5.0
61.0,0.7,81.0,1.0,71.0,25.0,3.0
61.0,0.6,82.0,2.0,71.0,24.0,4.0
56.0,0.3,80.0,2.0,61.0,26.0,3.0
41.0,0.3,56.0,18.0,41.0,17.0,4.0
29.0,0.3,48.0,23.0,29.0,19.0,3.0
46.0,0.3,55.0,15.0,32.0,32.0,3.0
38.0,0.3,67.0,5.0,38.0,17.0,3.0
48.0,0.3,69.0,7.0,48.0,20.0,4.0
